model,batch,seq,mode,config,prec,freq,measured_time,measured_energy,temp,gee_time,gee_energy,gee_attack_mean_time,gee_attack_mean_energy,gee_attack_bro_time,gee_attack_bro_energy,measured_freq,gee_time_abs_pct_err,gee_energy_abs_pct_err,gee_attack_mean_time_abs_pct_err,gee_attack_mean_energy_abs_pct_err,gee_attack_bro_time_abs_pct_err,gee_attack_bro_energy_abs_pct_err
gpt2model,8,128,prefill,gpt2,bf16,1410,9.905381416874365,1.3804120673202456,65.61711366538952,6.886790174127753,0.9808269723979512,6.6301874895876045,1.5871354646503295,7.064076712289132,1.1533306280784552,1410.0,30.47425551533306,28.946798161363326,33.06479366566628,14.975484655925253,28.684455297651773,16.450264715710365
gpt2model,32,512,prefill,gpt2,bf16,510,116.0033732435129,15.36685433385494,66.8274193548387,89.99817586620719,11.6476574991956,90.7455381210582,18.71144150098914,97.71780012579757,14.419047988629329,509.9999999999999,22.41762170373779,24.20272069909275,21.773362632682886,21.764943523709274,15.76296671936468,6.167861844941718
gpt2model,32,512,prefill,gpt2,bf16,600,103.76795159011591,14.54403451752897,65.32696046662346,81.53030877801406,11.272968777261916,80.17880339368139,17.721594038032144,86.18483615263214,13.507954857246716,599.9999999999999,21.430164584862084,22.49077266919749,22.732595020871003,21.84785464221409,16.94464925638813,7.123743133540668
gpt2model,32,512,prefill,gpt2,bf16,690,93.93660203945002,14.105115823053046,65.77767021619877,75.30551460682642,11.02598420256184,72.38161653567253,17.042565274657196,77.67286578229043,12.876780305995847,689.9999999999999,19.8336825349497,21.829892495166543,22.94631169937908,20.825418865425107,17.313524125909304,8.708439777925381
gpt2model,32,512,prefill,gpt2,bf16,780,85.06606727518061,13.765330273852552,66.81270252754376,70.51691043420306,10.83274491037508,66.46146440864136,16.521061639633828,71.21479412866208,12.394208009729851,780.0,17.103361313169003,21.304140947841702,21.870768759480956,20.019362492274002,16.282959339957483,9.960692819170255
gpt2model,32,512,prefill,gpt2,bf16,870,78.04346438681725,13.464081657718902,67.87085230969421,66.74459023066751,10.71809306642469,61.97747791539509,16.198871817683255,66.33452660812858,12.093162041290094,869.9999999999998,14.47766862340659,20.394919320174715,20.585947327750805,20.311746686388442,15.003098428145234,10.182050668438013
gpt2model,32,512,prefill,gpt2,bf16,960,73.23779117229373,13.310540331145775,68.69228264408987,63.697520421356224,10.624625536821156,58.38939498513256,15.936938305231736,62.43152145081777,11.848579052933744,960.0000000000005,13.02643157068156,20.178856210966565,20.274227211781884,19.731715683550167,14.755045924383408,10.983485582408251
gpt2model,32,512,prefill,gpt2,bf16,1050,69.10636079938789,13.643887452132349,70.12264150943395,61.17013362239452,10.817165596338354,55.47082789371143,16.092631996409676,59.2605480689172,11.909824541155212,1050.0000000000002,11.484076263300583,20.717862601191552,19.73122697816441,17.94755748952343,14.24733210746339,12.709448953319585
gpt2model,32,512,prefill,gpt2,bf16,1140,65.66176185528272,14.730319407953848,72.6205997392438,59.01597905983128,11.357249448975177,53.01849923557884,16.76779903644962,56.59847627949528,12.35652802638572,1140.0000000000002,10.121237395515854,22.898824292685287,19.255137636375636,13.831876771087567,13.802988710176175,16.115002776425648
gpt2model,32,512,prefill,gpt2,bf16,1230,64.28048195626572,15.490499834049086,74.66709719082981,57.20579348813353,12.359075286196235,50.95602764234583,18.07465231558148,54.35948999398976,13.247918642780055,1185.6683887633194,11.00596674577762,20.21512915270677,20.72861607196007,16.682176231991345,15.433910357152994,14.47713899031003
gpt2model,32,512,prefill,gpt2,bf16,1320,64.26745098129457,15.495094280636264,75.05684754521961,55.66038640448448,13.825208558210129,49.18384549367244,20.05899549490297,52.43487162199317,14.635232301807797,1187.892441860465,13.392571893531663,10.776867130863087,23.470054058954826,29.453846047068392,18.41146517969936,5.549252965198219
gpt2model,32,512,prefill,gpt2,bf16,1410,64.27257167182954,15.600793445130591,75.4127906976744,54.342052329775925,15.59755163879824,47.657672249767394,22.47466492658837,50.77646042893877,16.33176246952917,1191.5406976744189,15.45063326975312,0.020779752925727066,25.850684031901594,44.06103770063882,20.99824371708791,4.685460563076254
qwen2model,1,128,prefill,qwen2-1p5b,bf16,510,34.664620966665844,2.3921179767971106,60.06284418529316,43.08234479688628,2.666978200600452,34.87397906144976,3.326820266975712,37.55345536627755,2.5636496833518474,509.9999999999998,24.2833286373305,11.490245316886979,0.6039532207354539,39.0742555026532,8.333667927278539,7.170704297135318
qwen2model,1,128,prefill,qwen2-1p5b,bf16,600,26.38346944304979,1.953238670657222,56.946204620462055,36.94844726063063,2.395133360795334,30.81312832145157,3.150829304397776,33.121277735901124,2.401660929335979,599.9999999999999,40.043929174614206,22.62369145033485,16.78952378861107,61.31307206495104,25.53799191344138,22.957883509846376
qwen2model,1,128,prefill,qwen2-1p5b,bf16,690,34.39803119412476,2.337167086576278,55.43412033511045,32.414300720413564,2.204001351216257,27.81662913422254,3.030100676849983,29.850083552546643,2.289440591368448,689.9999999999998,5.766988414296287,5.697741343563764,19.13307777052756,29.648440381247415,13.221534732356762,2.0420660329315563
qwen2model,1,128,prefill,qwen2-1p5b,bf16,780,34.664760317121235,2.36727276734939,54.91157347204162,28.9264762228783,2.0543295552075844,25.541484090250705,2.9373793938742416,27.36821325578861,2.203641146391755,780.0000000000002,16.553652879026963,13.219567109378985,26.318590243834638,24.082844798793246,21.04888940405797,6.912241935721321
qwen2model,1,128,prefill,qwen2-1p5b,bf16,870,26.745641515368504,1.9908676060584127,55.26247147049234,26.437689443067523,1.9625026653906323,23.81826491810051,2.880095318276869,25.49270123779483,2.150116364292858,869.9999999999999,1.1514103040827304,1.4247527350117604,10.945247267992706,44.6653363343924,4.684652177266766,7.998962751206302
qwen2model,1,128,prefill,qwen2-1p5b,bf16,960,27.010772301226247,2.0256243426574736,55.50806972240157,24.479286138313785,1.8890163840693848,22.439346113147355,2.833524576104077,23.992756194202634,2.1066304766567616,960.0000000000005,9.372135437969451,6.74399273899271,16.924455684191436,39.88401089151093,11.173379544155424,3.9990699308546915
qwen2model,1,128,prefill,qwen2-1p5b,bf16,1050,33.92420362119805,2.454947287994909,55.701940491591216,22.95156751365258,1.8646396063807469,21.317725703559,2.861206298392745,22.774134743335367,2.117519682144497,1050.0000000000002,32.344565048799126,24.04563570472012,37.160718814226506,16.548583848806384,32.86759212497887,13.744800448485709
qwen2model,1,128,prefill,qwen2-1p5b,bf16,1140,26.70265186524772,2.235250000299176,56.66709719082985,21.712722823116003,1.904055398259472,20.37528313231744,2.9812483268104994,21.75108680327546,2.196941794434188,1140.0000000000005,18.687016807592364,14.81689305426129,23.695656764207236,33.37426804211948,18.543345758166048,1.7138219823223628
qwen2model,1,128,prefill,qwen2-1p5b,bf16,1230,26.837667097916476,2.448055892883523,58.04387096774194,20.66427627678448,1.9995321745797825,19.58266464498984,3.213601669269428,20.890632807890828,2.355427519238227,1230.0000000000002,23.002710327274546,18.321628995791933,27.032910224487704,31.271580792388754,22.159281834475628,3.7837524018371584
qwen2model,1,128,prefill,qwen2-1p5b,bf16,1320,33.97564752114251,3.1937305672648453,59.45764920510816,19.757589813063607,2.1708962283254056,18.90160589074604,3.566410035490318,20.15099202558866,2.6020863989007976,1320.0,41.84779024220578,32.02631898330137,44.36719453548643,11.669095447354554,40.689895569910725,18.525174741673336
qwen2model,1,128,prefill,qwen2-1p5b,bf16,1410,34.40844683357365,3.4793954375425096,51.708594007244,18.970589370214736,2.385358399028417,18.3150896294056,3.995906502837309,19.513656037292485,2.903722750392628,1410.0,44.866475775638904,31.44330841816614,46.77153049659057,14.844850910640098,43.288181150181245,16.545192907319496
optmodel,2,128,prefill,opt-1p3b,bf16,510,20.976962337481407,1.880677899097413,54.69398207426378,30.3786721533778,2.437562556974088,24.86157887973336,3.321448982149909,26.771771329854168,2.55951056805922,509.9999999999999,44.819214835016986,29.610847138892776,18.518489377801686,76.60913566028294,27.62463362971606,36.09510534938476
optmodel,2,128,prefill,opt-1p3b,bf16,600,18.573345680985657,1.802881794325612,58.06679389312978,26.15112351932072,2.2464627458690942,21.96660779503456,3.1457421640435443,23.612082165264404,2.397783351387293,599.9999999999999,40.79920746908169,24.603995277982644,18.26952543893442,74.4841050558306,27.128857508085474,32.997257997394705
optmodel,2,128,prefill,opt-1p3b,bf16,690,16.815733800296325,1.741279822440762,60.35538752362948,23.02601650946428,2.112184528890769,19.83041046650252,3.025208457709749,21.28005541038536,2.285744197658796,689.9999999999998,36.93138094906402,21.300695136414536,17.92771402074093,73.73476788292975,26.548479317687367,31.268057448391918
optmodel,2,128,prefill,opt-1p3b,bf16,780,17.09941283592273,1.7654448370055034,61.46995884773664,20.62208885878533,2.007078021164486,18.208464835524413,2.932636876966262,19.51073582562009,2.200083279329136,779.9999999999998,20.60115196155801,13.686815871790929,6.485906915305112,66.11319795981369,14.101788247556721,24.61920266287413
optmodel,2,128,prefill,opt-1p3b,bf16,870,13.661531150512946,1.5966786160726434,62.78298397040691,18.862271183351613,1.940542031462333,16.97998587991137,2.875445288807742,18.17368765302473,2.146644915138878,869.9999999999998,38.06850034260908,21.53616964167102,24.29050369858307,80.0891713499919,33.028190272379284,34.44439560535912
optmodel,2,128,prefill,opt-1p3b,bf16,960,13.957664961426396,1.62545379103356,62.35963983050847,17.45122637640167,1.8859664913113765,15.996957858426248,2.828949736967065,17.1043803063975,2.103229237213452,960.0000000000005,25.02969819543693,16.027075129103917,14.61055916326743,74.04061269365589,22.54471183874531,29.393357646672552
optmodel,2,128,prefill,opt-1p3b,bf16,1050,13.300215482419732,1.6496844687035446,62.96159899276048,16.281866003066348,1.878473291514096,15.197357266908874,2.8565867660042343,16.235627897276444,2.114100861641945,1050.0000000000005,22.418061756877332,13.868641376635631,14.263992842798597,73.15958416273212,22.070412458630837,28.151831562273017
optmodel,2,128,prefill,opt-1p3b,bf16,1140,13.26495738611185,1.7840589556709128,63.37988281249999,15.29548359511269,1.931001992233836,14.52549214124441,2.976434981749841,15.506299390921289,2.193394743744148,1140.0000000000002,15.307446152271552,8.23644510714411,9.502742590430891,66.83501250274117,16.896714701519347,22.944072939523494
optmodel,2,128,prefill,opt-1p3b,bf16,1230,12.87231449263098,1.931991417828728,64.6450016496206,14.454924317353788,2.049551545128214,13.960436257902058,3.2084131804130664,14.892883731040824,2.3516245869854835,1230.0000000000005,12.294679605822282,6.084919747294006,8.45319438003162,66.06767249612564,15.697015789713333,21.72023981495533
optmodel,2,128,prefill,opt-1p3b,bf16,1320,13.105037035765472,2.221418050584568,66.40500493908463,13.734375323933088,2.2432395371277067,13.474911049822712,3.560651923368549,14.365595530876703,2.597885225988457,1320.0,4.802262568583856,0.9823223745479343,2.822380532369366,60.28734089162374,9.618885407732858,16.947155683047658
optmodel,2,128,prefill,opt-1p3b,bf16,1410,12.980680971374763,2.656966164842162,69.34216552175334,13.108291020549755,2.4822643276082825,13.05678496590588,3.989454951433383,13.9112401813481,2.899034573486185,1409.9999999999998,0.9830766926357707,6.57523756025164,0.5862866108407006,50.150762332736676,7.168801174802951,9.110707236213655
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,510,510.6109551021031,62.6359362463724,61.87344596748485,404.71707253161645,52.35589175508157,421.0073828939192,84.93995956086319,453.3546898827226,65.45478353421231,509.9999999999999,20.73866248116667,16.412374600509313,17.54830587022296,35.608988467514976,11.213285701622166,4.50036745160517
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,600,455.7132823126657,59.74887443340166,62.930868167202576,369.7920864583194,50.84544193075573,371.9837788091377,80.44658028430955,399.8483348608939,61.318906897891786,599.8070739549838,18.854222422114006,14.901422975875517,18.373285737605745,34.64116445235856,12.25879289018457,2.627718897433194
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,690,409.0486297124549,57.660135257844686,63.90450507614214,343.94686691259443,49.83838819614311,335.80929242672244,77.36415204388341,360.3576618968141,58.45371124440562,689.9999999999998,15.91540909099841,13.565259649017952,17.904799568016358,34.17268568297016,11.903466795590699,1.3762992109057963
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,780,367.8553899129232,55.85179445880309,64.80294777314963,324.0644007363952,49.05061809568757,308.3431733762159,74.99680382715802,330.39590397756115,56.26309053098492,780.0,11.904403300137583,12.1771850466365,16.178155375348656,34.27823502157393,10.183209751046268,0.7364061910046658
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,870,335.20641075937374,54.64201152033053,65.87342995169082,308.2815120290098,48.59870748326567,287.5400412603987,73.53423396336869,307.75425460080567,54.89650247929034,869.9999999999998,8.032334068244259,11.059812530540421,14.220005336709415,34.57453691288246,8.189627428776852,0.46574229586172095
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,960,313.581576534346,53.75722349629916,66.57435897435897,295.5200544808278,48.23013039370575,270.8933891455481,72.34519559055863,289.6465435141316,53.7862262272354,960.0000000000002,5.759752295760262,10.281582163509462,13.613104398728082,34.577626754735824,7.632793126669175,0.05395131863206841
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,1050,296.1340877744887,55.42099935477973,67.8148861084376,284.9299136444047,49.10618124872673,257.3529075042321,73.05196186678789,274.9350410823614,54.064248061766,1050.0000000000002,3.7834800492863905,11.394269644306563,13.095817695863888,31.812783452609455,7.158597259586928,2.448081609514892
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,1140,279.05530678598507,59.247436494354616,70.00193423597678,275.8820879773079,51.51307280793563,245.9755054662517,76.11685994397713,262.584550905697,56.09204351350445,1140.0000000000002,1.1371289961207593,13.054343181845438,11.854209726641448,28.47283266210162,5.902326700032964,5.325788198702618
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,1230,268.42737197875977,64.27704457117329,72.32134831460672,268.63516817337666,55.955887009528766,236.40681717877123,82.04927646440254,252.1969354271425,60.13848124549133,1220.5377207062602,0.07741244608740289,12.945768768865214,11.928945458856658,27.649422918862182,6.046490874597374,6.438633501730743
qwen2model,1,4096,prefill,qwen2-1p5b,bf16,1320,268.1409290858677,64.3582664521522,72.8082235785416,262.59074301790133,62.46618764346837,228.18490584436515,91.0571356075654,243.2678072227024,66.43614495514299,1224.1166077738517,2.069876496246871,2.939915745074497,14.90112806639351,41.48475499299341,9.276137719057461,3.228611672652214
optmodel,8,2048,prefill,opt-1p3b,bf16,510,1718.4937000274658,215.7974837281955,64.36997487437186,1263.9608537029376,175.7187687528559,1373.3729244718536,290.1542176202019,1478.89343884534,223.59301327734283,509.9999999999999,26.4494915702783,18.572373636117153,20.08274895334771,34.45671960923388,13.942457931518545,3.6124283816794125
optmodel,8,2048,prefill,opt-1p3b,bf16,600,1536.627451578776,206.16602783947903,64.48999046711154,1166.9398257224984,171.50627110612857,1213.4524735589273,274.8048702082216,1304.3497556228683,209.46489200451165,599.9999999999998,24.05837703058406,16.811575164234412,21.031446346205072,33.292993558659816,15.116070958986102,1.6001007535543745
optmodel,8,2048,prefill,opt-1p3b,bf16,690,1375.4713038603466,198.49686253112557,65.52407579993788,1096.3293324135425,168.82658915690726,1095.4472741897678,264.27532016963926,1175.5267866639,199.6774067329842,689.9999999999998,20.29427808950827,14.947477252727772,20.358405797683584,33.138285814567574,14.536436829709903,0.5947419958204662
optmodel,8,2048,prefill,opt-1p3b,bf16,780,1244.981784086961,192.78836775056212,66.38650693568728,1042.0079990237912,166.73142579067218,1005.849737954184,256.1884777316423,1077.788198772556,192.19426402263545,779.9999999999999,16.303353804652314,13.515826843662856,19.20767429606615,32.885858582043696,13.429400128695113,0.30816367961335833
optmodel,8,2048,prefill,opt-1p3b,bf16,870,1140.320863042559,188.1910415938837,67.1727681438664,998.8510408343996,165.6346399322867,937.9876064264976,251.19235085877045,1003.9286193854264,187.5260102466912,869.9999999999998,12.406141709158534,11.985906167772715,17.7435372072562,33.47731578044165,11.960865408812769,0.35338098007218754
optmodel,8,2048,prefill,opt-1p3b,bf16,960,1072.6147174835205,184.33102805499237,67.75207138304653,964.0192974114184,164.75373690375463,883.6843751138094,247.130605355632,944.8592511485678,183.73331551357845,960.0000000000002,10.124364163758601,10.620724767724484,17.613998697776935,34.06891284841331,11.910657597043048,0.324260406791421
optmodel,8,2048,prefill,opt-1p3b,bf16,1050,1006.735235452652,190.733810135521,69.2689369828135,935.0990639308844,168.1700213995065,839.5138174797233,249.54491326182665,896.8686934077174,184.68303586071087,1050.0000000000005,7.115691295890546,11.829988988309083,16.61026773317832,30.83412588702493,10.913151559211693,3.1723658592626562
optmodel,8,2048,prefill,opt-1p3b,bf16,1140,953.4998734792074,204.68878200472483,71.36644951140065,910.271956979182,176.85653742223255,802.3994661769332,260.01458040400706,856.5800203303135,191.60996878880323,1140.0000000000002,4.533604849080035,13.597347304479943,15.846924735388463,27.029228401000083,10.16464247606504,6.389609185138295
optmodel,8,2048,prefill,opt-1p3b,bf16,1230,921.7435700552804,220.0701272106988,73.82659140796487,889.4989622183022,192.60090088231703,771.1853403665841,280.2796674487895,822.6944629084712,205.432567484912,1210.2398871119474,3.498218906484419,12.482033193938339,16.334068886389602,27.359251799061806,10.745841941796117,6.651316065161604
optmodel,8,2048,prefill,opt-1p3b,bf16,1320,919.9883256639752,219.17571174421312,74.36230499840813,871.3739094190453,215.46002357744013,744.3645508201766,311.05044171840274,793.5666532467437,226.94533598581737,1217.7602674307543,5.284242733172057,1.695301061054315,19.08978298360983,41.91829890412818,13.741660507049394,3.544929399235492
optmodel,8,2048,prefill,opt-1p3b,bf16,1410,922.4459784371512,221.0572508443492,74.53047619047618,856.1007028859258,243.05941052915148,721.2669412337262,348.50969754017706,768.4677108927566,253.253057037573,1219.6761904761906,7.1923209707771205,9.953149964890514,21.80930286500586,57.65585440378504,16.69238862152897,14.564465119442524
