dataset,activity_intensity,activity_intensity_norm
FP32 GEMM,10.217106054814943,0.25542289771430704
FP32 GEMM,10.212323388247606,0.2553033332753282
FP32 GEMM,10.215110154466617,0.2553730011342203
FP32 GEMM,10.211325938197271,0.2552783974881479
FP32 GEMM,10.215216104490427,0.2553756498355208
FP32 GEMM,10.217226892071883,0.25542591858950925
FP32 GEMM,10.215115815184145,0.25537314264952476
FP32 GEMM,10.217039349276222,0.2554212301068747
FP32 GEMM,10.191836868086174,0.25479117980294164
FP32 GEMM,10.194245139070652,0.25485138545707076
FP32 GEMM,10.186778765466798,0.2546647295908125
FP32 GEMM,10.191935186432854,0.2547936377158646
FP32 GEMM,10.190670594691237,0.25476202351069377
FP32 GEMM,10.190961376384184,0.25476929291772704
FP32 GEMM,10.188384241769576,0.25470486575141094
FP32 GEMM,10.190670594691237,0.25476202351069377
FP32 GEMM,10.193028144556603,0.2548209611604438
FP32 GEMM,10.193041014057169,0.2548212828919702
FP32 GEMM,9.778879094948147,0.2444674276090556
FP32 GEMM,9.779945185691913,0.24449407938163564
FP32 GEMM,9.781582784584943,0.24453501859204488
FP32 GEMM,9.779971119744495,0.244494727720884
FP32 GEMM,9.301876772785773,0.23254259148721174
FP32 GEMM,9.301876772785773,0.23254259148721174
FP32 GEMM,9.7783472553311,0.24445413186607548
FP32 GEMM,9.7788796445047,0.24446744134771373
FP32 GEMM,9.780484815048478,0.2445075698644794
FP32 GEMM,9.781649140031416,0.24453667744733384
FP32 GEMM,9.7783472553311,0.24445413186607548
FP32 GEMM,9.7783472553311,0.24445413186607548
FP32 GEMM,10.115146394013163,0.2528739536324664
FP32 GEMM,10.115146394013163,0.2528739536324664
FP32 GEMM,9.780473920319377,0.24450729750132083
FP32 GEMM,9.780478336575639,0.24450740790567263
FP32 GEMM,9.781069606181454,0.2445221893707213
FP32 GEMM,9.779450988497791,0.24448172468171497
FP32 GEMM,9.790468881875334,0.2447571668899196
FP32 GEMM,9.790468881875334,0.2447571668899196
FP32 GEMM,9.380130584212761,0.23449890036417115
FP32 GEMM,9.380467744598706,0.23450732921695103
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,8.674805801722167,0.21686610896444206
FP32 GEMM,8.674805801722167,0.21686610896444206
FP32 GEMM,9.380263350408601,0.23450221945729574
FP32 GEMM,9.38012908882766,0.23449886298023936
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.92577747314965,0.24813981871750235
FP32 GEMM,9.92577747314965,0.24813981871750235
FP32 GEMM,9.380278435002893,0.23450259656513472
FP32 GEMM,9.380142565466652,0.23449919988994397
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.380081428492735,0.23449767149404088
FP32 GEMM,9.472007974847287,0.2367957923827521
FP32 GEMM,9.472007974847287,0.2367957923827521
FP32 GEMM,16.025482334253233,0.4006296022693617
FP32 GEMM,16.024691223678655,0.40060982487307284
FP32 GEMM,15.461649557978674,0.3865340451938353
FP32 GEMM,15.461649557978674,0.3865340451938353
FP32 GEMM,15.904184052478685,0.3975972016607744
FP32 GEMM,15.904184052478685,0.3975972016607744
FP32 GEMM,15.985099591371226,0.3996200524859655
FP32 GEMM,15.980949603017189,0.39951630470795657
FP32 GEMM,9.761652851880418,0.2440367795471206
FP32 GEMM,9.759567322110831,0.24398464227320377
FP32 GEMM,9.760988589928278,0.24402017330737455
FP32 GEMM,9.760052274622433,0.24399676586036265
FP32 GEMM,9.759098050371934,0.24397291069806679
FP32 GEMM,9.76098074469585,0.24401997718021395
FP32 GEMM,9.762590338773004,0.24406021628325594
FP32 GEMM,9.761660919666499,0.24403698123801895
FP32 GEMM,9.760024531474132,0.24399607229456302
FP32 GEMM,9.762126526848862,0.24404862120094759
FP32 GEMM,9.254630429871769,0.2313614548964046
FP32 GEMM,9.253829465271577,0.23134143115406017
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,8.801372641022201,0.22003022105989406
FP32 GEMM,8.801372641022201,0.22003022105989406
FP32 GEMM,9.254097378831782,0.23134812886841463
FP32 GEMM,9.253832100879412,0.23134149704302978
FP32 GEMM,9.254096265440078,0.23134810103414005
FP32 GEMM,9.254096508733953,0.23134810711637374
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,9.958167232139555,0.24894954762244711
FP32 GEMM,9.958167232139555,0.24894954762244711
FP32 GEMM,9.253565424783723,0.23133483026471247
FP32 GEMM,9.25436231228235,0.2313547520814147
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,9.253040342895602,0.23132170346181136
FP32 GEMM,9.428244964946638,0.23570173749660792
FP32 GEMM,9.428244964946638,0.23570173749660792
FP32 GEMM,9.534924515790456,0.23836867663350253
FP32 GEMM,9.534544680820323,0.23835918093597291
FP32 GEMM,9.534351681222647,0.23835435603582686
